video_id,title,channel,upload_date,description,views,likes,comments,year,month,year_month,genre
RwwFVpqoOlM,Classic African Oldies Mix – Lingala Ndombolo Coupé Bibamba & 1er Gaou,SUPREMACY SOUNDS,2025-05-17 12:00:48+00:00,"Continue the Classic African Oldies Lingala journey here: Bibamba mix to Vol. 4 with Fally, Werrason & Koffi:
https://www.youtube.com/playlist?list=PLixawf4zdI0SDLWhY_7v96GWDavXcm30s

New Classic African Oldies Vol. 4 video: https://youtu.be/7f-t6ZonQUo
Full African Oldies 4-volume playlist: https://www.youtube.com/playlist?list=PLixawf4zdI0RB3fm53hm4AkHyldxkXN8y

Classic African Oldies Mix – Lingala Ndombolo Coupé Bibamba & 1er Gaou
Non-stop African party anthems from the late ’80s, ’90s & early 2000s! Dive into high-energy Lingala and Ndombolo from Congo, pan-African Soukous guitar fireworks, Côte d’Ivoire’s Coupé-Décalé groove, and Cameroon’s funky Makossa basslines. Legends like Awilo Longomba, JB Mpiana, Koffi Olomidé, Magic System, Sam Fan Thomas, Kanda Bongo Man, Pépé Kallé and more keep the dance-floor burning from start to finish.

Whether you’re hosting a throwback bash, vibing solo, or need workout fuel—hit play, turn it up, and let the rhythms move you. 💃🏿🕺🏿

Tracklist 

0:00 Ndombolo – JB Mpiana, Wenge Musica & Papa Wemba
2:33 Gate le Coin – Awilo Longomba
7:21 Solola Bien – Wenge Musica
12:52 1er Gaou – Magic System
15:37 Coupe Bibamba – Awilo Longomba
18:55 Karolina – Awilo Longomba
22:59 Kala-Yi-Boeing – Wenge Musica
30:35 État-Major – Extra Musica
35:48 Loi – Koffi Olomidé
39:58 Neng Makassi – Sam Fan Thomas
43:51 African Typic Collection – Sam Fan Thomas
47:37 Noa – Sam Fan Thomas
51:53 Sai – Kanda Bongo Man
53:12 Monie – Kanda Bongo Man
56:32 Isambe – Kanda Bongo Man
1:01:03 Lela-Lela – Kanda Bongo Man
1:04:51 Gérant – Pépé Kallé
1:08:07 Roger Milla – Pépé Kallé

🔗 More & Downloads
• Download the full audio / video mix: https://supremacysounds.com
• Follow on Instagram: https://www.instagram.com/deejaysimplesimon
• Viral Vol 1 video: https://youtu.be/agy1o9UyH-4?si=mhRjrDuXWbNZdIlJ

👍🏿 Like • 💬 Comment your favorite track • 🔔 Subscribe for weekly classic mixes!

#Ndombolo #LingalaMix #AfricanOldies",1417078,12123,928,2025,5,2025-05,Ndombolo/Rumba
cx6Yy3wCkXY,Magasco - Merry Christmas (Christmas Special),MAGASCO ,2023-12-08 08:00:19+00:00,"Embrace the Christmas spirit with Magasco as he puts a twist on your favorite Christmas carols.

TEAM: 
- Lyrics, Vocals & Recording: Magasco
- Music Production: Sangtum & Magasco
- Mix & Master: Sangtum 
- Cover Art Designs: Sangtum
-VIDEO DIRECTOR : FOCUS UNVEIL 
© 2023 BBoy Records 

►Subscribe to this channel: https://www.youtube.com/MagascoBBoy​ 
►Instagram - https://instagram.com/magasco_bboy​ 
►Twitter - https://twitter.com/magascobboy​
►Facebook: https://www.facebook.com/BamendaBoyy​ 
►SnapChat: magasco 
►Business/Bookings: bboyrecords237@gmail.com

#chrismassong     #music #Magasco #cameroon #youtube #meme #viral #explorepage #likes #bhfyp #tiktok #trending #live #hiphop #video #youtube #rap #gaming #fortnite #gamer #game #games #xbox #producer #youtuber #kids #kidsvideo #kidssong",4296,300,0,2023,12,2023-12,Cameroonian Pop/R&B
t0z07_jMIG4,CAROLINE LA GLOIRE - Je ne vous dis pas (vidéo Officielle),Caroline La Gloire Officiel,2020-03-05 22:14:43+00:00,"Auteur, Compositeur : CAROLINE LA GLOIRE",4521969,19043,950,2020,3,2020-03,Cameroonian Pop/R&B
-JQeSEr5rl0,Seppo Ft Sallé John - Maladie d’Occupation  (Official Video),Stevens ME,2025-09-24 17:00:00+00:00,"Official Video. Seppo Ft Sallé John - Maladie d’Occupation.

Video Directed by: Chuzih

Produced, Mixed and mastered by: TeddyBeatz

Extract from Seppo’s EP ""Sôntanè Mba"" (available on all digital platforms from Sep 17, 2025)

PLEASE NOTE: Unauthorized upload of this video unto any YouTube channel is prohibited. 
© 2025 Steven's Music Entertainment",520631,6309,428,2025,9,2025-09,Other
CZx-_2o3i3s,"Cameroon Traditional Medley ""NJANG"" | Dr. YEMBE Ministering @ ROMI 2022 Yaoundé Night of Worship",RoyalMinistries Romi,2023-06-10 20:41:38+00:00,"Organised by Royal Ministries International ( ROMI), the Christian Community Excellence Week (CCEW) is a time of serving our community through free medical care, food donations, street evangelism, and capacity building fora. The CCEW culminates in the *Yaounde Night of Worship (YNW),* a 10 hour Worship and Praise Service unto God. 

The YNW is unique in its genre. Non denominational and non discriminatory, the Night of Worship gives Christians the opportunity to fellowship in Word, Prayers, and Songs 🎵 from across the world 🌎 

Today's video release is a folkloric gospel medley from the grass fields of the North West of Cameroon 🇨🇲. 
We praise God in one of the local languages, the Wimbum dialect. 

Celebrate with us as Dr. Yembe leads God's people in praise and worship through a series of songs that depict a heart posture of thanksgiving and joyful celebration unto our Great God for His goodness and Love.",83434,1742,170,2023,6,2023-06,Makossa/Traditional
qYTPW9_g580,Charlotte Dipanda - On s'en fout ( Clip Officiel ),Charlotte Dipanda Officielle,2023-06-23 16:00:41+00:00,"Auteur : Charlotte DIPANDA
Compositeur : Charlotte DIPANDA
Arrangeur : Guy NSANGUE
Réalisateur : Roddy REAL  pour HISTOIRES2FILMS

PAROLES :

Laisse-moi te raconter
Comment ça a commencé
Ils ont dit que j’aimais les femmes
Et qu’ils me condamnent
Ils ont dit ci, ils ont dit ça
J’ai vu la douleur dans les yeux de ceux qui m’aiment
Je leur pardonne

Ref : Est-ce que tu m’entends répondre
(tu m’entends répondre )
Est-ce que tu me vois répondre
(Tu me vois répondre)
Mon travail parlera pour moi
Sa miséricorde est mon toit
Héya heyaha héya (on s’en fout )
Héya hehezyaha héya (je m’en fous)
Héya heyaha héya (je m’en fous)

Honneur à toutes ces personnes faibles
Quand elles sont minables
Qu’est ce qu’on doit leur dire
On s’en fout !!
A tous ces enfants de Dieu si parfaits
Créez votre monde, laissez-nous en paix
On s’en fout !!
Je lève mon verre à tous ces hypocrites
Qui ne valent pas la peine
Il n’y a pas de place pour la haine
On s’en fout !!
A tous ces méchants sur les réseaux,
Quand ils vous rencontrent
Ils veulent faire une photo
Laissez-les parler

Ref

Pont : Soldat de l’amour

Ref : Mais on s’en fout

Je m’en fous


Retrouvez CHARLOTTE DIPANDA sur ses différents réseaux sociaux :

Facebook: https://web.facebook.com/charlottedipandaofficiel
Instagram: https://www.instagram.com/charlottedipandaofficiel
TikTok : @charlottedipandaoff
Twitter: https://twitter.com/charlottedpa

www.charlottedipandamusic.com

#charlottedipanda #onsenfout

Contact : 
MISIMA Label
+33652281332

Music by CHARLOTTE DIPANDA performing On s'en fout
© 2023 Misima Label",20811674,102765,11741,2023,6,2023-06,Cameroonian Pop/R&B
YihmpQdTj54,TÉNOR - ALAIN PARFAIT (À L'IMPARFAIT) - CLIP OFFICIEL,TENOR officiel,2018-02-17 15:49:00+00:00,"TITRE : ALAIN PARFAIT (À L'IMPARFAIT)

ARTISTE : TÉNOR 

MUSIQUE : JORDAN EBA'A (RAMZY)

EBANFLANG EN PIRE / UNIVERSAL MUSIC AFRICA 2018",5999594,59555,2762,2018,2,2018-02,Other
zALnl_PMh6k,Dynastie Le TIGRE - Akut Meyok (Official Video),Dynastie Le tigre ,2017-12-03 16:20:47+00:00,"Téléchargez le nouvel album : https://bit.ly/HOMOG3NE_Apple
Ecoutez HOMOG3NE on Deezer : https://bit.ly/HOMOG3NE_DZR
Ecoutez HOMOG3NE on Spotify : https://bit.ly/HOMOG3NE_SPTFY

Abonne-toi à la CHAINE de Dynastie http://bit.ly/DynastieYouTube

Infoline (Whatsapp) : +237 696 917 613 | westsi2corp@gmail.com
Management  : Westsi2 Corporation 
Licence & Distribution : Hope Music Group

Visionnez, commentez, partagez et abonnez-vous autant que vous le pourrez. Bonne dégustation !!!

Follow Dynastie:
http://bit.ly/DynastieDeezer
http://bit.ly/DynastieSpotify
http://bit.ly/DynastieItunes

https://facebook.com/dynastieletigre/
https://twitter.com/dynastieletigre
https://instagram.com/dynastieletigre/
https://dynastieletigre.com/

Ecrit par Cedric Biyong
Composé par RolllX King
Arrangé par RollX King

(c) 2017 Tiger Prod
Under exclusive license Binam Nation/Hope Music Group",169079,1932,140,2017,12,2017-12,Makossa/Traditional
SYCk8HiLFrs,RMW Presents Osinachi Nwachukwu - The Cry (Official Video),Wyldpytch Rekords / 51 Lex Records,2022-09-13 15:27:37+00:00,"Subscribe to Wyld Pytch / 51 Lex: http://bit.ly/WyldSubs

Wyld Pytch / 51 Lex Records
Web - http://wyldpytch.com/
Instagram- www.instagram.com/wyldpytch51lex/
Facebook - https://www.facebook.com/51LexRecords/?fref=ts
Twitter - https://twitter.com/WyldPytch",13237196,75322,4968,2022,9,2022-09,Other
7jPlbxxkp84,Nos cahiers- CHARLOTTE DIPANDA (paroles),Sandra Kenmogne,2021-03-31 17:56:47+00:00,"parles de charlotte dipanda #noscahiers

lyrics music tv
chaine dédiée à la musique...
#charlottedipanda #nouvelalbum
#cd",296223,3318,163,2021,3,2021-03,Cameroonian Pop/R&B
eJ5uFE3sf3E,Charlotte Dipanda - Coucou live @ l'Européen Paris - 1410212,Charlotte Dipanda Officielle,2017-03-31 10:19:12+00:00,Charlotte Dipanda chante Coucou en live @ l'Européen de Paris le 12 février 2014.,1566767,11393,730,2017,3,2017-03,Cameroonian Pop/R&B
ZiKa_buI7w4,"(FREE) AFRICAN DRILL TYPE BEAT - ""NKOLO"" | TRIBE INSTRUMENTAL",Sneaky Club Africa,2023-06-02 14:45:09+00:00,"🛒 *Buy Now* | *Download* ⬇ 
Link 1 : https://air.bi/kvMRV
                       or
Link 2 : https://air.bi/yFOLZ

*Buy 1, get 1 free - starting with the premium license*
(add 2 beats to your shopping cart to take advantage of the discount)

🚧🛑10 West African Beats for 99$ ➡️ https://air.bi/vEkMj

🥁 Our New Sample Pack (Tribe) : https://air.bi/0Xhqi

⛔ *FREE Usage Terms* ⛔:

Please check this blog to find out how to use this beat for free. 👇🏾
https://sneakyclub.my.canva.site/
-
Connect with us:
🌐 About us : https://sneakyclub.bio.link
📧  Email | sneakyclub.io@gmail.com
📸  Instagram | http://bit.ly/3vq7AJt
🌎  Beat Store | https://sneakyclub.infinity.airbit.com
📲 Whatsapp 24h/24 (Only For inquiries) : https://bit.ly/sneakyclubinfo

© Sneaky Club Africa ® 2023 • All Rights Reserved - Tous droits réservés 

🔊 Rejoins l'aventure, Abonne toi ! | Join us in the adventure, Suscribe !

📷 : Nina Dame Pala Pala
 https://instagram.com/ninadamepalapala?igshid=NTc4MTIwNjQ2YQ==


#afrodrill #typebeat #instrumental #africa",285940,3901,96,2023,6,2023-06,Drill/Trap
1uyFDxIzO6w,"Mimie - ""Pas ta Vie"" (Official Video) | Directed by CHUZiH",MIMIE OFFICIAL,2024-05-17 05:00:06+00:00,"Executive Producer: MIMIE NATION RECORD 
Director: CHUZiH
Producer: MIMIE NATION RECORD 

  Starring: Lucie Memba boss

-Auteur-compositeur : MAGASCO / MIMIE
-Interprète : MIMIE
-Music Producer : Pazzo 
-Mix and mastering : PAZZO / OKEN
-Music intro : MIMIE
-Stylist : BEN SKiN
-Cover Art : Ao Graphix 

extrait de lEP : https://bfan.link/soundsation

Follow me : 
INSTAGRAM : https://www.instagram.com/m.i.m.i.e_/
FACEBOOK : https://m.facebook.com/Mimie237/
TWITTER : https://mobile.twitter.com/mimieofficielle

Watch music vidéos by MIMIE :  https://l1nk.dev/P9nH6

© MimieNationRecords 2024

#cameroon #mimie #pastavie #traditional",2829089,31338,0,2024,5,2024-05,Hip Hop/Rap
E6ER04GfINk,SOUVENIR MAKOSSA  BY ANDER DJ,Ander dj Ander mix,2025-04-20 09:17:17+00:00,AU REGARS DU MONDE,154618,922,0,2025,4,2025-04,Makossa/Traditional
kq5Bgj5pjYo,Ben Decca - Na Tondi Oa,Cantos Music,2015-04-21 19:15:06+00:00,"Buy on iTunes: 
Taken from Various Artists « The Best of Makossa Connection, Vol. 2 »
Extrait de Various Artists « The Best of Makossa Connection, Vol. 2 »

Production: TJR Productions",2426882,5561,372,2015,4,2015-04,Cameroonian Pop/R&B
5NwUYggPz_4,Charlotte Dipanda - Aléa Mba (Soutiens-moi),CharlotteDipandaVEVO,2016-05-09 14:35:37+00:00,"Download ""Aléa Mba (Soutiens-moi)"" from ""Massa"", available now: http://geni.us/2orh
Avec le soutien de la SCPP.

Written by Charlotte Dipanda
Produced by Pharempire

© 2014 Pharempire (http://www.pharempire.com)
Digital distribution: JTV Digital (http://www.jtvdigital.com)

Follow Charlotte Dipanda:
http://www.charlottedipanda.com
https://twitter.com/CharlotteDPA
https://www.facebook.com/charlottedipandaofficiel

http://vevo.ly/PeTDIH",2522738,11387,765,2016,5,2016-05,Cameroonian Pop/R&B
GfPmGwxhB24,Charlotte Dipanda Feat Tayc - Dis-moi ( Clip Officiel ),Charlotte Dipanda Officielle,2025-08-01 16:00:30+00:00,"Auteurs : Charlotte DIPANDA & TAYC
Compositeurs : Charlotte DIPANDA & TAYC
Arrangeurs : Jal HOHY & RICHIEBEATS
Réalisateur : Matéo DA SILVA  pour OMAR Films

PAROLES

Couplet Charlotte

Dans ma vie il y a souvent eu des traumas
J’étais fatiguée il y a souvent eu des dramas
Aujourd’hui il y a rien à faire 
Le bonheur je l’ai dans ses bras
Ma prière à Dieu est de veiller plus longtemps 

Couplet Tayc
    
Mentalité de Bamenda 
Investissement à Cocody et 
Toutes les richesses du monde pour toi 
On a fait tout ce qu’on s’est dit 
Guitarisé tous nos ennemis moi je ne les vois plus 
Tout en Dolce, je m’en occupe, toi tu ne comptes plus 

Refrain 

Je n’ai confiance en personne 
Moi je me méfie oh mais tu m’as appris 
A calmer mon cœur et à rester précis oh hé é é 
Je peux tout donner seulement pour la Mater oh mais je t’ai choisi 
Mais si tu as mal je ne peux laisser oh 

Dis-moi qui t’a blessé oh 
Je ne peux pas laisser oh 
A Ndolo 
Je ne peux pas laisser oh mama 

Couplet Tayc

J’achète donne-moi le prix J’achète 
Après tout entre Love et Lover
Ce qui change n’est qu’une seule lettre
Oh oui j’achète donne-moi le prix j’achète 
On a longtemps souffert oh 
Moncler passera l’hiver oh 

Couplet Charlotte

Donne-moi le prix j’achète 
Mentalité j’achète 
On a longtemps souffert 
Je te dis j’achète 

Refrain

------------------------------------------------------

Retrouvez CHARLOTTE DIPANDA sur ses différents réseaux sociaux :

Facebook:   / charlottedipandaofficiel  
Instagram:   / charlottedipandaofficiel  
TikTok : @charlottedipandaoff
Twitter:   / charlottedpa  

www.charlottedipandamusic.com

#charlottedipanda#dismoi

-------------------------------------------------------

Contact : 
MISIMA Label
+33652281332

Management & Booking :
+33688126676

Music by CHARLOTTE DIPANDA performing Dis-moi
© 2025 Misima Label",19396484,115097,4053,2025,8,2025-08,Cameroonian Pop/R&B
lNNyGutRrKI,Marole TCHAMBA (Histoire d'amour),Picture Prod,2010-08-03 22:22:01+00:00,"La reine des plateaux sacrés de l'Ouest Cameroun chante ""Histoire d'amour"".",972153,3142,212,2010,8,2010-08,Cameroonian Pop/R&B
drjfqfRewOw,TAKU JOEL - (BE FREE) FT JOVI & PHIDO (OFFICIAL MUSIC VIDEO) Dir by Otantik Films,New Wave Cameroon ,2025-09-28 05:09:44+00:00,"Music video of Be Free by Taku Joel ft Jovi and Phido, directed by Otantik Films. Produced by Neloh again, mixed and mastered by Tawung OTB [sk mr incredible]. Lead single off Taku Joel's coming album. 

Follow Taku Joel on all platforms for more music like this.

Instagram- https://instagram.com/taku_joel_?igshid=iagjqyke30ic

Facebook- https://www.facebook.com/TJ-200149613727222/

Twitter - https://x.com/taku_joel_?s=21

YouTube Chanel - https://www.youtube.com/channel/UCgHHWhST0KBSV-3_o39heXQ",205602,4086,1092,2025,9,2025-09,Hip Hop/Rap
Hw6i9CxZ5OY,Dieu qui bénit Amapiano (English subtitle) #cameroun #congo #france #usa,100% adoration takatifu,2026-02-09 06:00:11+00:00,"Bienvenue sur notre chaîne chrétienne 100% Adoration, un espace consacré entièrement à la louange, à l’adoration et à la recherche sincère de la présence de Dieu.
Ici, nous élevons le nom de Jésus-Christ, le Roi des rois et le Seigneur des seigneurs, par des chants d’adoration inspirés, des prières profondes et des moments de communion avec le Saint-Esprit.

Cette chaîne est née d’un désir : voir des vies transformées, des cœurs restaurés et des âmes rapprochées de Dieu.
Que vous traversiez des moments de joie ou des saisons de douleur — maladie, solitude, découragement, épreuves familiales ou spirituelles — sachez que Jésus est présent. Il guérit, il console, il relève et il redonne l’espérance.

À travers chaque chant, nous proclamons l’amour du Père, la puissance de la croix et la victoire acquise par le sang de Jésus.
Notre prière est que, là où vous êtes, la paix de Dieu vous envahisse, que votre foi soit renouvelée et que le ciel touche votre vie.

Prenez ce temps pour vous arrêter, écouter, adorer et laisser le Saint-Esprit agir librement en vous.
Que le nom de Jésus soit glorifié, aujourd’hui et pour l’éternité. Amen. 🙏🔥

#cameroun #gabon #congo #coted'ivoire #musiquechretienne",43678,351,34,2026,2,2026-02,Amapiano
